month_year,Lat,Lon,cv_y,mean_y,median_y,std_y,value_y
Apr 2024,-16.36,-25.042,0.08864158,24.142788,23.799805,2.1400547,poc
Apr 2024,-16.197,-25.031,0.053342953,23.857004,23.399902,1.272603,poc
Apr 2024,-16.032,-25.024,0.061459374,24.559961,24.300049,1.5094398,poc
Apr 2024,-15.913,-25.023,0.11916371,23.454412,23.199707,2.7949147,poc
Apr 2024,-15.716,-25.014,0.06663044,24.04438,24.399902,1.6020875,poc
Apr 2024,-15.564,-25.003,0.10618698,24.05442,23.399902,2.5542662,poc
Apr 2024,-15.422,-25.997,0.12606822,24.422092,23.799805,3.0788498,poc
Apr 2024,-15.279,-25.003,0.07568068,24.683228,25.099854,1.8680435,poc
Apr 2024,-15.065,-24.997,0.06031538,24.48563,25.0,1.4768602,poc
Apr 2024,-14.878,-24.989,0.06724083,24.524841,24.5,1.6490706,poc
Apr 2024,-14.779,-24.986,0.07608992,23.859863,23.599854,1.815495,poc
Apr 2024,-14.75,-24.989,0.07608992,23.859863,23.599854,1.815495,poc
Apr 2024,-14.541,-24.984,0.046379518,24.579931,24.299805,1.1400054,poc
Apr 2024,-14.339,-24.979,0.07915511,25.8444,25.0,2.0457163,poc
Apr 2024,-14.145,-24.977,0.10149369,26.774902,26.399902,2.7174835,poc
Apr 2024,-13.969,-24.971,0.07853072,27.177734,27.0,2.134287,poc
Apr 2024,-13.783,-24.967,0.07641919,26.649963,27.199951,2.0365686,poc
Apr 2024,-13.603,-24.964,0.08097522,27.659912,27.199951,2.2397676,poc
Apr 2024,-13.414,-24.96,0.067264244,26.977648,27.0,1.8146311,poc
Apr 2024,-13.218,-24.955,0.14879085,26.733236,25.799805,3.9776611,poc
Apr 2024,-13.026,-24.95,0.1259008,26.745338,25.600098,3.3672595,poc
Apr 2024,-12.823,-24.958,0.09368372,27.524963,26.600098,2.578641,poc
Apr 2024,-12.491,-24.98,0.07993657,27.88878,27.399902,2.2293334,poc
Apr 2024,-12.304,-24.94,0.08490382,27.53835,27.0,2.3381112,poc
Apr 2024,-12.177,-24.97,0.09880219,26.342773,26.299805,2.6027236,poc
Apr 2024,-12.102,-24.928,0.09880219,26.342773,26.299805,2.6027236,poc
Apr 2024,-12.083,-24.93,0.08683684,26.99986,27.399902,2.3445826,poc
Apr 2024,-12.028,-24.932,0.08683684,26.99986,27.399902,2.3445826,poc
Apr 2024,-11.877,-24.933,0.07700974,26.959864,27.499756,2.076172,poc
Apr 2024,-11.691,-24.934,0.06745309,26.363592,26.199707,1.7783056,poc
Apr 2024,-11.537,-24.936,0.089503184,27.279882,26.5,2.4416363,poc
Apr 2024,-11.355,-24.933,0.11655739,27.872602,27.199707,3.2487578,poc
Apr 2024,-11.262,-24.939,0.15248926,28.299927,26.5,4.315435,poc
Apr 2024,-11.223,-24.938,0.15248926,28.299927,26.5,4.315435,poc
Apr 2024,-10.996,-24.938,0.14924845,27.999903,26.600098,4.178942,poc
Apr 2024,-10.813,-24.939,0.08716699,27.799902,27.600098,2.4232337,poc
Apr 2024,-10.653,-24.943,0.06616894,28.399973,28.399902,1.8791962,poc
Apr 2024,-10.487,-24.942,0.032046147,28.97133,29.0,0.9284195,poc
Apr 2024,-10.323,-24.942,0.06281308,29.524963,29.5,1.8545538,poc
Apr 2024,-10.143,-24.944,0.10086922,31.599854,31.299805,3.1874528,poc
Apr 2024,-9.974,-24.945,0.0398348,29.57136,29.600098,1.1779692,poc
Apr 2024,-9.765,-24.947,0.11784293,28.399902,27.199951,3.3467276,poc
Apr 2024,-9.582,-24.948,0.059539396,29.542759,30.0,1.758958,poc
